所属的二进制名*,包含的Git工程ID*,所属的所属模块名*,是否影响永不倒用例,CK文件名,console文件名,最近编译时间,Git路径,所属Git仓库ID,仓库名称,仓库路径,已归档,默认分支,仓库https地址,仓库SSH地址,仓库全名称,仓库全路径,是否已授权
mmpaymsgsendmq,246326,mmpaymsgsendmq,仅目标资产影响,CK_mmpaymsgsendmq,mmpaymsgsendmqConsole,2023-10-09 10:12:59,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpayapp/mmpayfinbusi/mmpaymsgsend/mmpaymsgsendmq,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayappauthlogicsvr,166055,mmpayappauthlogicsvr,仅目标资产影响,CK_mmpayappauthlogicsvr,mmpayappauthlogicsvrConsole,2024-08-18 11:49:39,http://git.woa.com/mmpay_wxpay/id_auth/tree/master/web/mmpayappauthlogicsvr,166055,id_auth,id_auth,否,master,https://git.woa.com/mmpay_wxpay/id_auth.git,git@git.woa.com:mmpay_wxpay/id_auth.git,mmpay_wxpay/id_auth,mmpay_wxpay/id_auth,是
mmpaymchproductaosvr,325194,mmpaymchproductaosvr,仅目标资产影响,CK_mmpaymchproductaosvr,mmpaymchproductaosvrConsole,2025-01-08 17:59:43,http://git.woa.com/mmpay_wxpay/mch_operation_manage/tree/master/application/mmpaymchproductaosvr,325194,mch_operation_manage,mch_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/mch_operation_manage.git,git@git.woa.com:mmpay_wxpay/mch_operation_manage.git,mmpay_wxpay/mch_operation_manage,mmpay_wxpay/mch_operation_manage,是
mmpaymultiset1businessplatpayapibroker,309888,mmpaymultiset1businessplatpayapibroker,仅目标资产影响,CK_mmpaymultiset1businessplatpayapibroker,mmpaymultiset1businessplatpayapibrokerConsole,2023-05-31 10:18:20,http://git.woa.com/mmpay_wxpay/business_plat_pay/tree/master/gateway/mmpaybusinessplatpayapibroker/src/code/service/impl/mmpaymultisetbusinessplatpayapibroker,309888,business_plat_pay,business_plat_pay,否,master,https://git.woa.com/mmpay_wxpay/business_plat_pay.git,git@git.woa.com:mmpay_wxpay/business_plat_pay.git,mmpay_wxpay/business_plat_pay,mmpay_wxpay/business_plat_pay,是
mmpaycommissionsettleacctmgrsvr,166102,mmpaycommissionsettleacctmgrsvr,均不影响,CK_mmpaycommissionsettleacctmgrsvr,mmpaycommissionsettleacctmgrsvrConsole,2024-09-23 10:56:18,http://git.woa.com/mmpay_wxpay/rake_back/tree/master/domain/mmpaycommissionsettleacctmgrsvr,166102,rake_back,rake_back,否,master,https://git.woa.com/mmpay_wxpay/rake_back.git,git@git.woa.com:mmpay_wxpay/rake_back.git,mmpay_wxpay/rake_back,mmpay_wxpay/rake_back,是
mmpaycommissioninvoicedaosvr,166102,mmpaycommissioninvoicedaosvr,均不影响,CK_mmpaycommissioninvoicedaosvr,mmpaycommissioninvoicedaosvrConsole,2024-10-24 15:25:14,http://git.woa.com/mmpay_wxpay/rake_back/tree/master/domain/mmpaycommissioninvoicedaosvr,166102,rake_back,rake_back,否,master,https://git.woa.com/mmpay_wxpay/rake_back.git,git@git.woa.com:mmpay_wxpay/rake_back.git,mmpay_wxpay/rake_back,mmpay_wxpay/rake_back,是
mmpayompartnercompliance,325194,mmpaymchqcscript,仅目标资产影响,CK_mmpayompartnercompliance,mmpayompartnercomplianceConsole,2024-10-23 11:08:06,http://git.woa.com/mmpay_wxpay/mch_operation_manage/tree/master/application/mmpaymchqcscript/bin/partner_compliance/mmpayompartnercompliance,325194,mch_operation_manage,mch_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/mch_operation_manage.git,git@git.woa.com:mmpay_wxpay/mch_operation_manage.git,mmpay_wxpay/mch_operation_manage,mmpay_wxpay/mch_operation_manage,是
mmpaymchmgrapplymentoverseadaemon,234403,mmpaymchscript,仅目标资产影响,CK_mmpaymchmgrapplymentoverseadaemon,mmpaymchmgrapplymentoverseadaemonConsole,,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpaymchmgr/mmpaymchmgrapplyment/mmpaymchmgrapplymentoverseadaemon,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpayffcapitalflowsvr,246326,mmpayffcapitalflowsvr,仅目标资产影响,CK_mmpayffcapitalflowsvr,mmpayffcapitalflowsvrConsole,2024-10-08 15:43:13,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymch/mmpaymchcapital/mmpayffcapitalflow/mmpayffcapitalflowsvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymchqcmerchantfilesvr,325194,mmpaymchqcmerchantfilesvr,仅目标资产影响,CK_mmpaymchqcmerchantfilesvr,mmpaymchqcmerchantfilesvrConsole,2024-12-06 17:12:11,http://git.woa.com/mmpay_wxpay/mch_operation_manage/tree/master/application/mmpaymchqcmerchantfilesvr,325194,mch_operation_manage,mch_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/mch_operation_manage.git,git@git.woa.com:mmpay_wxpay/mch_operation_manage.git,mmpay_wxpay/mch_operation_manage,mmpay_wxpay/mch_operation_manage,是
mmpaymchsubjectstoreessvr,166107,mmpaymchsubjectstoreessvr,仅目标资产影响,CK_mmpaymchsubjectstoreessvr,mmpaymchsubjectstoreessvrConsole,2024-10-22 16:25:52,http://git.woa.com/mmpay_wxpay/mch_basic/tree/master/domain/mmpaymchsubjectstoreessvr,166107,mch_basic,mch_basic,否,master,https://git.woa.com/mmpay_wxpay/mch_basic.git,git@git.woa.com:mmpay_wxpay/mch_basic.git,mmpay_wxpay/mch_basic,mmpay_wxpay/mch_basic,是
activity_list_expire_alarm,425984,mmpayiotoperationbusinessscript,均不影响,CK_activity_list_expire_alarm,activity_list_expire_alarmConsole,2024-06-07 10:40:59,http://git.woa.com/mmpay_face_business/operation_business/tree/master/script/mmpayiotoperationbusinessscript/sbin/data_package_manage_script,425984,operation_business,operation_business,否,master,https://git.woa.com/mmpay_face_business/operation_business.git,git@git.woa.com:mmpay_face_business/operation_business.git,mmpay_face_business/operation_business,mmpay_face_business/operation_business,是
mmpayincomesplitcleandaosvr,166091,mmpayincomesplitcleandaosvr,仅目标资产影响,CK_mmpayincomesplitcleandaosvr,mmpayincomesplitcleandaosvrConsole,2024-09-18 14:36:49,http://git.woa.com/mmpay_wxpay/mch_income_split/tree/master/domain/mmpayincomesplitcleandaosvr,166091,mch_income_split,mch_income_split,否,master,https://git.woa.com/mmpay_wxpay/mch_income_split.git,git@git.woa.com:mmpay_wxpay/mch_income_split.git,mmpay_wxpay/mch_income_split,mmpay_wxpay/mch_income_split,是
mmpayunityantispam,166053,mmpayunityantispam,仅目标资产影响,CK_mmpayunityantispam,mmpayunityantispamConsole,,http://git.woa.com/mmpay_commerce_cashier/commerce_cashier/tree/master/application/mmpayunityantispam,166053,commerce_cashier,commerce_cashier,否,master,https://git.woa.com/mmpay_commerce_cashier/commerce_cashier.git,git@git.woa.com:mmpay_commerce_cashier/commerce_cashier.git,mmpay_commerce_cashier/commerce_cashier,mmpay_commerce_cashier/commerce_cashier,是
mmpaymchproductconfigauditaosvr,325194,mmpaymchproductconfigauditaosvr,仅目标资产影响,CK_mmpaymchproductconfigauditaosvr,mmpaymchproductconfigauditaosvrConsole,2024-09-18 20:06:05,http://git.woa.com/mmpay_wxpay/mch_operation_manage/tree/master/application/mmpaymchproductconfigauditaosvr,325194,mch_operation_manage,mch_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/mch_operation_manage.git,git@git.woa.com:mmpay_wxpay/mch_operation_manage.git,mmpay_wxpay/mch_operation_manage,mmpay_wxpay/mch_operation_manage,是
mmpayspamusrpunishmq,363212,mmpayspamusrpunishmq,仅目标资产影响,CK_mmpayspamusrpunishmq,mmpayspamusrpunishmqConsole,2024-12-27 11:21:02,http://git.woa.com/mmpay_wxpay/aggr_risk_private/tree/master/application/mmpayspamusrpunishmq,363212,aggr_risk_private,aggr_risk_private,否,master,https://git.woa.com/mmpay_wxpay/aggr_risk_private.git,git@git.woa.com:mmpay_wxpay/aggr_risk_private.git,mmpay_wxpay/aggr_risk_private,mmpay_wxpay/aggr_risk_private,是
mmpaycodepaympapi,166111,mmpaycodepaympapi,仅目标资产影响,CK_mmpaycodepaympapi,mmpaycodepaympapiConsole,2025-02-10 11:02:43,http://git.woa.com/mmpay_wxpay/code_pay/tree/master/application/mmpaycodepaympapi,166111,code_pay,code_pay,否,master,https://git.woa.com/mmpay_wxpay/code_pay.git,git@git.woa.com:mmpay_wxpay/code_pay.git,mmpay_wxpay/code_pay,mmpay_wxpay/code_pay,是
mmpayconfformatappsvr,166042,mmpayconfformatappsvr,均不影响,CK_mmpayconfformatappsvr,mmpayconfformatappsvrConsole,,http://git.woa.com/mmpay_XMeta-P/XContract/tree/master/interface/mmpayconfformatappsvr,166042,XContract,XContract,否,master,https://git.woa.com/mmpay_XMeta-P/XContract.git,git@git.woa.com:mmpay_XMeta-P/XContract.git,mmpay_XMeta-P/XContract,mmpay_XMeta-P/XContract,是
mmpayshelfaddrao,319476,mmpayshelfaddrao,均不影响,CK_mmpayshelfaddrao,mmpayshelfaddraoConsole,2024-10-12 10:05:15,http://git.woa.com/mmpay_smbp_ec/smbp_ec_account/tree/master/domain/mmpayshelfaddrao,319476,smbp_ec_account,smbp_ec_account,否,master,https://git.woa.com/mmpay_smbp_ec/smbp_ec_account.git,git@git.woa.com:mmpay_smbp_ec/smbp_ec_account.git,mmpay_smbp_ec/smbp_ec_account,mmpay_smbp_ec/smbp_ec_account,是
mmpayevcnotifyconsumer,912494,mmpayevcnotifyconsumer,仅目标资产影响,CK_mmpayevcnotifyconsumer,mmpayevcnotifyconsumerConsole,2024-10-12 17:10:53,http://git.woa.com/mmpay_mmpay_mq/mmpay_event_center/tree/master/phxqueueapp/mmeventcenter/svr/consumer,912494,mmpay_event_center,mmpay_event_center,否,master,https://git.woa.com/mmpay_mmpay_mq/mmpay_event_center.git,git@git.woa.com:mmpay_mmpay_mq/mmpay_event_center.git,mmpay_mmpay_mq/mmpay_event_center,mmpay_mmpay_mq/mmpay_event_center,是
mmpaycontsecosskvsvr,166084,mmpaycontsecosskvsvr,仅目标资产影响,CK_mmpaycontsecosskvsvr,mmpaycontsecosskvsvrConsole,2024-07-24 17:35:48,http://git.woa.com/mmpay_wxpay/cont_sec/tree/master/domain/mmpaycontsecosskvsvr,166084,cont_sec,cont_sec,否,master,https://git.woa.com/mmpay_wxpay/cont_sec.git,git@git.woa.com:mmpay_wxpay/cont_sec.git,mmpay_wxpay/cont_sec,mmpay_wxpay/cont_sec,是
mmpayvehiclepaynotifysvr,246326,mmpayvehiclepaynotifysvr,仅目标资产影响,CK_mmpayvehiclepaynotifysvr,mmpayvehiclepaynotifysvrConsole,2024-09-13 09:53:35,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpayo2o/mmpayvehicle/mmpayvehiclepaynotifysvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayolrateadversarialmodeldaemon,308782,mmpayolfundscript,仅目标资产影响,CK_mmpayolrateadversarialmodeldaemon,mmpayolrateadversarialmodeldaemonConsole,2025-01-21 17:16:38,http://git.woa.com/mmpay_wxpay/overseas/tree/master/daemon/rate/mmpayolrateadversarialmodeldaemon,308782,overseas,overseas,否,master,https://git.woa.com/mmpay_wxpay/overseas.git,git@git.woa.com:mmpay_wxpay/overseas.git,mmpay_wxpay/overseas,mmpay_wxpay/overseas,是
mmpaysdamgrkvsvr,888183,mmpaysdamgrkvsvr,仅目标资产影响,CK_mmpaysdamgrkvsvr,mmpaysdamgrkvsvrConsole,2024-08-09 11:07:58,http://git.woa.com/mmpay_sds/sda/tree/master/domain/mmpaysdamgrkvsvr,888183,sda,sda,否,master,https://git.woa.com/mmpay_sds/sda.git,git@git.woa.com:mmpay_sds/sda.git,mmpay_sds/sda,mmpay_sds/sda,是
mmpaycapitalqueryfundtypeformissvr,234403,mmpaycapitalqueryfundtypeformissvr,仅目标资产影响,CK_mmpaycapitalqueryfundtypeformissvr,mmpaycapitalqueryfundtypeformissvrConsole,2024-09-19 12:15:20,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpaycapital/mmpaycapitalqueryfundtypeformissvr,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpaykingxinwangsecsvr,325194,mmpaykingxinwangsecsvr,仅目标资产影响,CK_mmpaykingxinwangsecsvr,mmpaykingxinwangsecsvrConsole,,http://git.woa.com/mmpay_wxpay/mch_operation_manage/tree/master/application/mmpaykingxinwangsecsvr,325194,mch_operation_manage,mch_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/mch_operation_manage.git,git@git.woa.com:mmpay_wxpay/mch_operation_manage.git,mmpay_wxpay/mch_operation_manage,mmpay_wxpay/mch_operation_manage,是
mmpayrefundeventcentercbsvr,246326,mmpayrefundeventcentercbsvr,仅目标资产影响,CK_mmpayrefundeventcentercbsvr,mmpayrefundeventcentercbsvrConsole,,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymch/mmpayrefund/mmpayrefundeventcentercbsvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayfinsendmsgmq,613159,mmpayfinsendmsgmq,均不影响,CK_mmpayfinsendmsgmq,mmpayfinsendmsgmqConsole,2024-11-25 10:31:57,http://git.woa.com/mmpay_lqt/lqt_opsys/tree/master/application/mmpayfinsendmsgmq,613159,lqt_opsys,lqt_opsys,否,master,https://git.woa.com/mmpay_lqt/lqt_opsys.git,git@git.woa.com:mmpay_lqt/lqt_opsys.git,mmpay_lqt/lqt_opsys,mmpay_lqt/lqt_opsys,是
mmpaysipayerbysetdaosvr,312879,mmpaysipayerbysetdaosvr,均不影响,CK_mmpaysipayerbysetdaosvr,mmpaysipayerbysetdaosvrConsole,2024-11-07 15:03:52,http://git.woa.com/mmpay_SocialInsurancePay/SIPay/tree/master/domain/mmpaysipayerbysetdaosvr,312879,SIPay,SIPay,否,master,https://git.woa.com/mmpay_SocialInsurancePay/SIPay.git,git@git.woa.com:mmpay_SocialInsurancePay/SIPay.git,mmpay_SocialInsurancePay/SIPay,mmpay_SocialInsurancePay/SIPay,是
mmpaysjtpaycallbackbizao,783320,mmpaysjtpaycallbackbizao,仅目标资产影响,CK_mmpaysjtpaycallbackbizao,mmpaysjtpaycallbackbizaoConsole,2024-11-25 19:37:10,http://git.woa.com/mmpay_sjt/sjt_receipt/tree/master/application/mmpaysjtpaycallbackbizao,783320,sjt_receipt,sjt_receipt,否,master,https://git.woa.com/mmpay_sjt/sjt_receipt.git,git@git.woa.com:mmpay_sjt/sjt_receipt.git,mmpay_sjt/sjt_receipt,mmpay_sjt/sjt_receipt,是
mmpayshelfbossbizao,246326,mmpayshelfbossbizao,仅目标资产影响,CK_mmpayshelfbossbizao,mmpayshelfbossbizaoConsole,2024-10-12 10:30:44,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymchmgr/mmpayshelf/mmpayshelfbossbizao,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayfinanceruleenginedryrunmqsvr,396748,mmpayfinanceruleenginedryrunmqsvr,均不影响,CK_mmpayfinanceruleenginedryrunmqsvr,mmpayfinanceruleenginedryrunmqsvrConsole,2024-11-22 11:02:22,http://git.woa.com/mmpay_finance_risk/re/tree/master/domain/mmpayfinanceruleenginedryrunmqsvr,396748,re,re,否,master,https://git.woa.com/mmpay_finance_risk/re.git,git@git.woa.com:mmpay_finance_risk/re.git,mmpay_finance_risk/re,mmpay_finance_risk/re,是
mmpaysnstrademapping,166044,mmpaysnstrademapping,仅目标资产影响,CK_mmpaysnstrademapping,mmpaysnstrademappingConsole,,http://git.woa.com/mmpay_wxpay/sns_cashier_pay/tree/master/domain/mmpaysnstrademapping,166044,sns_cashier_pay,sns_cashier_pay,否,master,https://git.woa.com/mmpay_wxpay/sns_cashier_pay.git,git@git.woa.com:mmpay_wxpay/sns_cashier_pay.git,mmpay_wxpay/sns_cashier_pay,mmpay_wxpay/sns_cashier_pay,是
mmpaymchauthoalogicsvr,166070,mmpaymchauthoalogicsvr,仅目标资产影响,CK_mmpaymchauthoalogicsvr,mmpaymchauthoalogicsvrConsole,2024-10-22 15:10:40,http://git.woa.com/mmpay_wxpay/mch_auth/tree/master/web/mmpaymchauthoalogicsvr,166070,mch_auth,mch_auth,否,master,https://git.woa.com/mmpay_wxpay/mch_auth.git,git@git.woa.com:mmpay_wxpay/mch_auth.git,mmpay_wxpay/mch_auth,mmpay_wxpay/mch_auth,是
mmpayfinacceptanceinstanceaosvr,613159,mmpayfinacceptanceinstanceaosvr,均不影响,CK_mmpayfinacceptanceinstanceaosvr,mmpayfinacceptanceinstanceaosvrConsole,,http://git.woa.com/mmpay_lqt/lqt_opsys/tree/master/domain/mmpayfinacceptanceinstanceaosvr,613159,lqt_opsys,lqt_opsys,否,master,https://git.woa.com/mmpay_lqt/lqt_opsys.git,git@git.woa.com:mmpay_lqt/lqt_opsys.git,mmpay_lqt/lqt_opsys,mmpay_lqt/lqt_opsys,是
mmpaypalmdmshortconnweb,1141302,mmpaypalmdmshortconnweb,均不影响,CK_mmpaypalmdmshortconnweb,mmpaypalmdmshortconnwebConsole,2024-12-10 14:48:22,http://git.woa.com/mmpay_palm_recognition/palm_device_manage/tree/master/gateway/mmpaypalmdmshortconnweb,1141302,palm_device_manage,palm_device_manage,否,master,https://git.woa.com/mmpay_palm_recognition/palm_device_manage.git,git@git.woa.com:mmpay_palm_recognition/palm_device_manage.git,mmpay_palm_recognition/palm_device_manage,mmpay_palm_recognition/palm_device_manage,是
mmpaymchmgrapplymultiindexdaosvr,166121,mmpaymchmgrapplymultiindexdaosvr,仅目标资产影响,CK_mmpaymchmgrapplymultiindexdaosvr,mmpaymchmgrapplymultiindexdaosvrConsole,2025-01-07 11:55:59,http://git.woa.com/mmpay_wxpay/mch_apply/tree/master/domain/mmpaymchmgrapplymultiindexdaosvr,166121,mch_apply,mch_apply,否,master,https://git.woa.com/mmpay_wxpay/mch_apply.git,git@git.woa.com:mmpay_wxpay/mch_apply.git,mmpay_wxpay/mch_apply,mmpay_wxpay/mch_apply,是
mmpaymchstoredaemon,234403,mmpaymchscript,仅目标资产影响,CK_mmpaymchstoredaemon,mmpaymchstoredaemonConsole,,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpaymchmgr/mmpaymchmgrdaemon/mmpaymchstoredaemon,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpaybusif2fmaterialqrread,166049,mmpaybusif2fmaterialqrread,仅目标资产影响,CK_mmpaybusif2fmaterialqrread,mmpaybusif2fmaterialqrreadConsole,2025-02-25 17:22:27,http://git.woa.com/mmpay_wxface2face/f2f/tree/master/application/mmpaybusif2fmaterialqrread,166049,f2f,f2f,否,master,https://git.woa.com/mmpay_wxface2face/f2f.git,git@git.woa.com:mmpay_wxface2face/f2f.git,mmpay_wxface2face/f2f,mmpay_wxface2face/f2f,是
mmpaywhdiscountbroker,1097692,mmpaywhdiscountbroker,仅目标资产影响,CK_mmpaywhdiscountbroker,mmpaywhdiscountbrokerConsole,2025-02-26 17:28:52,http://git.woa.com/mmpay_whxindai_management/credit_product_manage/tree/master/gateway/mmpaywhdiscountbroker,1097692,credit_product_manage,credit_product_manage,否,master,https://git.woa.com/mmpay_whxindai_management/credit_product_manage.git,git@git.woa.com:mmpay_whxindai_management/credit_product_manage.git,mmpay_whxindai_management/credit_product_manage,mmpay_whxindai_management/credit_product_manage,是
mmpaycashierquotaadminsubscriber,600900,mmpaycashierquotaadminsubscriber,仅目标资产影响,CK_mmpaycashierquotaadminsubscriber,mmpaycashierquotaadminsubscriberConsole,2024-10-29 17:17:29,http://git.woa.com/mmpay_wxpay/merchant_pay_quota/tree/master/application/mmpaycashierquotaadminsubscriber,600900,merchant_pay_quota,merchant_pay_quota,否,master,https://git.woa.com/mmpay_wxpay/merchant_pay_quota.git,git@git.woa.com:mmpay_wxpay/merchant_pay_quota.git,mmpay_wxpay/merchant_pay_quota,mmpay_wxpay/merchant_pay_quota,是
mmpayspamusrpunishmqworker,363212,mmpayspamusrpunishmq,仅目标资产影响,CK_mmpayspamusrpunishmqworker,mmpayspamusrpunishmqworkerConsole,2024-12-27 11:22:12,http://git.woa.com/mmpay_wxpay/aggr_risk_private/tree/master/application/mmpayspamusrpunishmq,363212,aggr_risk_private,aggr_risk_private,否,master,https://git.woa.com/mmpay_wxpay/aggr_risk_private.git,git@git.woa.com:mmpay_wxpay/aggr_risk_private.git,mmpay_wxpay/aggr_risk_private,mmpay_wxpay/aggr_risk_private,是
mmpaylifehealthmqsvrworker,166014,mmpaylifehealthmqsvr,仅目标资产影响,CK_mmpaylifehealthmqsvrworker,mmpaylifehealthmqsvrworkerConsole,2024-09-24 11:04:31,http://git.woa.com/mmpay_life_pay/life_pay/tree/master/application/mmpaylifehealthmqsvr,166014,life_pay,life_pay,否,master,https://git.woa.com/mmpay_life_pay/life_pay.git,git@git.woa.com:mmpay_life_pay/life_pay.git,mmpay_life_pay/life_pay,mmpay_life_pay/life_pay,是
mmpaycreditinfoadminsvr,406257,mmpaycreditinfoadminsvr,仅目标资产影响,CK_mmpaycreditinfoadminsvr,mmpaycreditinfoadminsvrConsole,,http://git.woa.com/mmpay_finance_risk/creditpay_risk/tree/master/domain/mmpaycreditinfoadminsvr,406257,creditpay_risk,creditpay_risk,否,master,https://git.woa.com/mmpay_finance_risk/creditpay_risk.git,git@git.woa.com:mmpay_finance_risk/creditpay_risk.git,mmpay_finance_risk/creditpay_risk,mmpay_finance_risk/creditpay_risk,是
mmpaymktfaceactivatecardactsvr,246326,mmpaymktfaceactivatecardactsvr,仅目标资产影响,CK_mmpaymktfaceactivatecardactsvr,mmpaymktfaceactivatecardactsvrConsole,2024-09-18 17:01:02,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymkt/mmpaymktface/mmpaymktfaceactivatecardactsvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymsgsenddaokvsvr,246326,mmpaymsgsenddaokvsvr,仅目标资产影响,CK_mmpaymsgsenddaokvsvr,mmpaymsgsenddaokvsvrConsole,2024-10-24 11:00:43,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpayapp/mmpayfinbusi/mmpaymsgsend/mmpaymsgsenddaokvsvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayuserbasicmqworker,166118,mmpayuserbasicmq,仅目标资产影响,CK_mmpayuserbasicmqworker,mmpayuserbasicmqworkerConsole,2024-09-18 19:39:11,http://git.woa.com/mmpay_wxpay/user_balance/tree/master/application/mmpayuserbasicmq,166118,user_balance,user_balance,否,master,https://git.woa.com/mmpay_wxpay/user_balance.git,git@git.woa.com:mmpay_wxpay/user_balance.git,mmpay_wxpay/user_balance,mmpay_wxpay/user_balance,是
mmpaymdscoremq_worker,246326,mmpaymdscoremq,仅目标资产影响,CK_mmpaymdscoremq_worker,mmpaymdscoremq_workerConsole,2022-07-22 11:25:57,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymchmgr/mmpaymd/mmpaymdscoreredeem/mmpaymdscoremq,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
